year,round,date,constructor_id,position,points,wins
2023,3,,williams,10,1.0,0
2023,4,,red_bull,1,180.0,4
2023,4,,aston_martin,2,87.0,0
2023,4,,mercedes,3,76.0,0
2023,4,,ferrari,4,62.0,0
2023,4,,mclaren,5,14.0,0
2023,4,,alpine,6,8.0,0
2023,4,,haas,7,7.0,0
2023,4,,alfa,8,6.0,0
2023,4,,alphatauri,9,2.0,0
2023,4,,williams,10,1.0,0
2024,1,,red_bull,1,44.0,1
2024,1,,ferrari,2,27.0,0
2024,1,,mercedes,3,16.0,0
2024,1,,mclaren,4,12.0,0
2024,1,,aston_martin,5,3.0,0
2024,1,,sauber,6,0.0,0
2024,1,,haas,7,0.0,0
2024,1,,rb,8,0.0,0
2024,1,,williams,9,0.0,0
2024,1,,alpine,10,0.0,0
2024,2,,red_bull,1,87.0,2
2024,2,,ferrari,2,49.0,0
2024,2,,mclaren,3,28.0,0
2024,2,,mercedes,4,26.0,0
2024,2,,aston_martin,5,13.0,0
2024,2,,haas,6,1.0,0
2024,2,,williams,7,0.0,0
2024,2,,sauber,8,0.0,0
2024,2,,rb,9,0.0,0
2024,2,,alpine,10,0.0,0
2024,3,,red_bull,1,97.0,2
2024,3,,ferrari,2,93.0,1
2024,3,,mclaren,3,55.0,0
2024,3,,mercedes,4,26.0,0
2024,3,,aston_martin,5,25.0,0
2024,3,,rb,6,6.0,0
2024,3,,haas,7,4.0,0
2024,3,,williams,8,0.0,0
2024,3,,sauber,9,0.0,0
2024,3,,alpine,10,0.0,0
2024,4,,red_bull,1,141.0,3
2024,4,,ferrari,2,120.0,1
2024,4,,mclaren,3,69.0,0
2024,4,,mercedes,4,34.0,0
2024,4,,aston_martin,5,33.0,0
2024,4,,rb,6,7.0,0
2024,4,,haas,7,4.0,0
2024,4,,williams,8,0.0,0
2024,4,,sauber,9,0.0,0
2024,4,,alpine,10,0.0,0
2024,5,,red_bull,1,195.0,4
2024,5,,ferrari,2,151.0,1
2024,5,,mclaren,3,96.0,0
2024,5,,mercedes,4,52.0,0
2024,5,,aston_martin,5,40.0,0
2024,5,,rb,6,7.0,0
2024,5,,haas,7,5.0,0
2024,5,,williams,8,0.0,0
2024,5,,alpine,9,0.0,0
2024,5,,sauber,10,0.0,0
2024,6,,red_bull,1,239.0,4
2024,6,,ferrari,2,187.0,1
2024,6,,mclaren,3,124.0,1
2024,6,,mercedes,4,64.0,0
2024,6,,aston_martin,5,42.0,0
2024,6,,rb,6,19.0,0
2024,6,,haas,7,7.0,0
2024,6,,alpine,8,1.0,0
2024,6,,williams,9,0.0,0
2024,6,,sauber,10,0.0,0
2024,7,,red_bull,1,268.0,5
2024,7,,ferrari,2,212.0,1
2024,7,,mclaren,3,154.0,1
2024,7,,mercedes,4,79.0,0
2024,7,,aston_martin,5,44.0,0
2024,7,,rb,6,20.0,0
2024,7,,haas,7,7.0,0
2024,7,,alpine,8,1.0,0
2024,7,,williams,9,0.0,0
2024,7,,sauber,10,0.0,0
2024,9,,red_bull,1,301.0,6
2024,9,,ferrari,2,252.0,2
2024,9,,mclaren,3,212.0,1
2024,9,,mercedes,4,124.0,0
2024,9,,aston_martin,5,58.0,0
2024,9,,rb,6,28.0,0
2024,9,,haas,7,7.0,0
2024,9,,alpine,8,5.0,0
2024,9,,williams,9,2.0,0
2024,9,,sauber,10,0.0,0
2024,11,,red_bull,1,355.0,7
2024,11,,ferrari,2,291.0,2
2024,11,,mclaren,3,268.0,1
2024,11,,mercedes,4,196.0,1
2024,11,,aston_martin,5,58.0,0
2024,11,,rb,6,30.0,0
2024,11,,haas,7,19.0,0
2024,11,,alpine,8,9.0,0
2024,11,,williams,9,2.0,0
2024,11,,sauber,10,0.0,0
2024,13,,red_bull,1,389.0,7
2024,13,,mclaren,2,338.0,2
2024,13,,ferrari,3,322.0,2
2024,13,,mercedes,4,241.0,2
2024,13,,aston_martin,5,69.0,0
2024,13,,rb,6,33.0,0
2024,13,,haas,7,27.0,0
2024,13,,alpine,8,9.0,0
2024,13,,williams,9,4.0,0
2024,13,,sauber,10,0.0,0
2024,15,,red_bull,1,434.0,7
2024,15,,mclaren,2,404.0,3
2024,15,,ferrari,3,370.0,2
2024,15,,mercedes,4,276.0,3
2024,15,,aston_martin,5,74.0,0
2024,15,,rb,6,34.0,0
2024,15,,haas,7,27.0,0
2024,15,,alpine,8,13.0,0
2024,15,,williams,9,4.0,0
2024,15,,sauber,10,0.0,0
2024,17,,mclaren,1,476.0,4
2024,17,,red_bull,2,456.0,7
2024,17,,ferrari,3,425.0,3
2024,17,,mercedes,4,309.0,3
2024,17,,aston_martin,5,82.0,0
2024,17,,rb,6,34.0,0
2024,17,,haas,7,29.0,0
2024,17,,williams,8,16.0,0
2024,17,,alpine,9,13.0,0
2024,17,,sauber,10,0.0,0
2024,19,,mclaren,1,544.0,5
2024,19,,red_bull,2,504.0,7
2024,19,,ferrari,3,496.0,4
2024,19,,mercedes,4,344.0,3
2024,19,,aston_martin,5,86.0,0
2024,19,,haas,6,38.0,0
2024,19,,rb,7,36.0,0
2024,19,,williams,8,17.0,0
2024,19,,alpine,9,13.0,0
2024,19,,sauber,10,0.0,0
2024,21,,mclaren,1,593.0,5
2024,21,,ferrari,2,557.0,5
2024,21,,red_bull,3,544.0,8
2024,21,,mercedes,4,382.0,3
2024,21,,aston_martin,5,86.0,0
2024,21,,alpine,6,49.0,0
2024,21,,haas,7,46.0,0
2024,21,,rb,8,44.0,0
2024,21,,williams,9,17.0,0
2024,21,,sauber,10,0.0,0
2024,22,,mclaren,1,608.0,5
2024,22,,ferrari,2,584.0,5
2024,22,,red_bull,3,555.0,8
2024,22,,mercedes,4,425.0,4
2024,22,,aston_martin,5,86.0,0
2024,22,,haas,6,50.0,0
2024,22,,alpine,7,49.0,0
2024,22,,rb,8,46.0,0
2024,22,,williams,9,17.0,0
2024,22,,sauber,10,0.0,0
2024,24,,mclaren,1,666.0,6
2024,24,,ferrari,2,652.0,5
2024,24,,red_bull,3,589.0,9
2024,24,,mercedes,4,468.0,4
2024,24,,aston_martin,5,94.0,0
2024,24,,alpine,6,65.0,0
2024,24,,haas,7,58.0,0
2024,24,,rb,8,46.0,0
2024,24,,williams,9,17.0,0
2024,24,,sauber,10,4.0,0
2024,8,,red_bull,1,276.0,5
2024,8,,ferrari,2,252.0,2
2024,8,,mclaren,3,184.0,1
2024,8,,mercedes,4,96.0,0
2024,8,,aston_martin,5,44.0,0
2024,8,,rb,6,24.0,0
2024,8,,haas,7,7.0,0
2024,8,,williams,8,2.0,0
2024,8,,alpine,9,2.0,0
2024,8,,sauber,10,0.0,0
2024,10,,red_bull,1,330.0,7
2024,10,,ferrari,2,270.0,2
2024,10,,mclaren,3,237.0,1
2024,10,,mercedes,4,151.0,0
2024,10,,aston_martin,5,58.0,0
2024,10,,rb,6,28.0,0
2024,10,,alpine,7,8.0,0
2024,10,,haas,8,7.0,0
2024,10,,williams,9,2.0,0
2024,10,,sauber,10,0.0,0
2024,12,,red_bull,1,373.0,7
2024,12,,ferrari,2,302.0,2
2024,12,,mclaren,3,295.0,1
2024,12,,mercedes,4,221.0,2
2024,12,,aston_martin,5,68.0,0
2024,12,,rb,6,31.0,0
2024,12,,haas,7,27.0,0
2024,12,,alpine,8,9.0,0
2024,12,,williams,9,4.0,0
2024,12,,sauber,10,0.0,0
2024,14,,red_bull,1,408.0,7
2024,14,,mclaren,2,366.0,2
2024,14,,ferrari,3,345.0,2
2024,14,,mercedes,4,266.0,3
2024,14,,aston_martin,5,73.0,0
2024,14,,rb,6,34.0,0
2024,14,,haas,7,27.0,0
2024,14,,alpine,8,11.0,0
2024,14,,williams,9,4.0,0
2024,14,,sauber,10,0.0,0
2024,16,,red_bull,1,446.0,7
2024,16,,mclaren,2,438.0,3
2024,16,,ferrari,3,407.0,3
2024,16,,mercedes,4,292.0,3
2024,16,,aston_martin,5,74.0,0
2024,16,,rb,6,34.0,0
2024,16,,haas,7,28.0,0
2024,16,,alpine,8,13.0,0
2024,16,,williams,9,6.0,0
2024,16,,sauber,10,0.0,0
2024,18,,mclaren,1,516.0,5
2024,18,,red_bull,2,475.0,7
2024,18,,ferrari,3,441.0,3
2024,18,,mercedes,4,329.0,3
2024,18,,aston_martin,5,86.0,0
2024,18,,rb,6,34.0,0
2024,18,,haas,7,31.0,0
2024,18,,williams,8,16.0,0
2024,18,,alpine,9,13.0,0
2024,18,,sauber,10,0.0,0
2024,20,,mclaren,1,566.0,5
2024,20,,ferrari,2,537.0,5
2024,20,,red_bull,3,512.0,7
2024,20,,mercedes,4,366.0,3
2024,20,,aston_martin,5,86.0,0
2024,20,,haas,6,46.0,0
2024,20,,rb,7,36.0,0
2024,20,,williams,8,17.0,0
2024,20,,alpine,9,14.0,0
2024,20,,sauber,10,0.0,0
2024,23,,mclaren,1,640.0,5
2024,23,,ferrari,2,619.0,5
2024,23,,red_bull,3,581.0,9
2024,23,,mercedes,4,446.0,4
2024,23,,aston_martin,5,92.0,0
2024,23,,alpine,6,59.0,0
2024,23,,haas,7,54.0,0
2024,23,,rb,8,46.0,0
2024,23,,williams,9,17.0,0
2024,23,,sauber,10,4.0,0
